"Date","Time","Latitude","Longitude","Altitude","Satellites","HDOP","PDOP","Temperature..C.","Speed..km.h.","TTFF","SNR.AVG","SNR.MAX"
"12/03/2024"," 14:49:07",-6.9031,39.9270633,6,9,0.8,1.1,27,0,5,0,0
"12/03/2024"," 14:54:17",-6.90309,39.9269867,8,7,1,1.3,27,0,8,0,0
"12/03/2024"," 14:59:28",-6.9030467,39.9271183,12,7,1,1.3,27,0,10,0,0
"12/03/2024"," 15:04:34",-6.9031317,39.9272033,12,6,1.4,1.7,27,1.852,5,0,0
"12/03/2024"," 15:09:40",-6.90313,39.92706,0,10,0.8,1.1,27,0,6,0,0
"12/03/2024"," 15:14:46",-6.9031433,39.9270567,-2,9,0.8,1.2,27,0,4,0,0
"12/03/2024"," 15:19:50",-6.9031283,39.9270917,-2,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 15:25:03",-6.903175,39.9270667,0,11,0.7,1,27,0,12,0,0
"12/03/2024"," 15:30:07",-6.9031667,39.9270717,-2,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 15:35:11",-6.9031133,39.92708,-6,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 15:40:17",-6.90314,39.927095,-10,9,0.8,1.2,27,0,5,0,0
"12/03/2024"," 15:45:42",-6.9032083,39.9270517,6,10,0.7,1.1,27,0,24,0,0
"12/03/2024"," 15:50:48",-6.903125,39.9271183,0,7,1,1.3,27,0,5,0,0
"12/03/2024"," 15:55:54",-6.9031133,39.9271567,0,7,1,1.3,27,1.852,5,0,0
"12/03/2024"," 16:01:31",-6.9030383,39.9270633,-2,10,0.7,1.1,27,0,36,0,0
"12/03/2024"," 16:06:34",-6.903025,39.9270333,-2,5,1.5,1.7,27,1.852,2,0,0
"12/03/2024"," 16:11:38",-6.903,39.92704,-12,9,0.8,1.2,27,1.852,3,0,0
"12/03/2024"," 16:16:41",-6.9030717,39.9271883,-20,7,0.9,1.3,27,3.704,2,0,0
"12/03/2024"," 16:21:45",-6.9029833,39.9269767,-20,8,1,1.3,27,0,3,0,0
"12/03/2024"," 16:26:49",-6.9030633,39.92705,-32,7,1,1.3,27,1.852,2,0,0
"12/03/2024"," 16:31:53",-6.9029867,39.9270567,-6,10,0.8,1.1,27,0,3,0,0
"12/03/2024"," 16:36:58",-6.90301,39.9270967,-10,10,0.8,1.1,27,0,4,0,0
"12/03/2024"," 16:42:03",-6.9030067,39.9270733,-2,9,0.8,1.1,27,0,3,0,0
"12/03/2024"," 16:47:06",-6.902955,39.927025,0,11,0.7,1,27,0,3,0,0
"12/03/2024"," 16:52:12",-6.902755,39.9273067,16,8,0.8,1.2,27,0,5,0,0
"12/03/2024"," 16:57:15",-6.9030383,39.9270583,-8,7,1,1.3,27,0,2,0,0
"12/03/2024"," 17:02:18",-6.9030333,39.92696,4,6,1.2,1.5,27,1.852,2,0,0
"12/03/2024"," 17:07:22",-6.9029517,39.9270433,2,9,0.8,1.1,27,1.852,3,0,0
"12/03/2024"," 17:12:26",-6.9030133,39.9269667,2,7,1.1,1.4,27,0,3,0,0
"12/03/2024"," 17:17:32",-6.90297,39.9270533,-14,8,0.9,1.2,27,0,4,0,0
"12/03/2024"," 17:22:36",-6.9029967,39.9270117,-8,7,1.2,1.5,27,0,3,0,0
"12/03/2024"," 17:27:40",-6.90303,39.9270067,-16,6,1,1.4,27,0,3,0,0
"12/03/2024"," 17:32:44",-6.90301,39.9269867,-16,6,1.2,1.5,27,0,2,0,0
"12/03/2024"," 17:37:48",-6.9029933,39.9270383,-4,9,0.9,1.2,27,0,3,0,0
"12/03/2024"," 17:42:53",-6.9028733,39.9271067,8,10,0.8,1.1,27,0,5,0,0
"12/03/2024"," 17:47:58",-6.903005,39.927025,6,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 17:53:02",-6.9029317,39.927135,12,9,0.8,1.2,27,1.852,3,0,0
"12/03/2024"," 17:58:05",-6.9029833,39.9270033,10,6,1.1,1.4,27,1.852,2,0,0
"12/03/2024"," 18:03:09",-6.903025,39.9270667,16,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 18:08:14",-6.902945,39.92713,18,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 18:13:18",-6.9029583,39.927115,24,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 18:18:32",-6.90286,39.9272617,22,10,0.7,1.1,27,0,13,0,0
"12/03/2024"," 18:23:36",-6.9029617,39.9271367,26,8,0.9,1.2,27,0,3,0,0
"12/03/2024"," 18:28:40",-6.90299,39.92707,14,10,0.7,1.1,27,0,3,0,0
"12/03/2024"," 18:33:44",-6.90299,39.9270433,10,4,1.3,1.6,27,0,2,0,0
"12/03/2024"," 18:38:48",-6.9029883,39.9271083,18,11,0.7,1,27,1.852,3,0,0
"12/03/2024"," 18:43:52",-6.9029517,39.9271217,4,10,0.7,1.1,27,0,3,0,0
"12/03/2024"," 18:48:56",-6.90292,39.9271167,12,9,0.7,1.1,27,0,3,0,0
"12/03/2024"," 18:54:02",-6.9029767,39.927155,10,8,0.9,1.2,27,0,4,0,0
"12/03/2024"," 18:59:06",-6.9029667,39.9271617,8,8,0.9,1.2,27,0,3,0,0
"12/03/2024"," 19:04:11",-6.90298,39.9270817,2,10,0.7,1,27,0,4,0,0
"12/03/2024"," 19:09:17",-6.9029617,39.9270983,0,11,0.7,1,27,0,5,0,0
"12/03/2024"," 19:14:23",-6.90292,39.9271683,0,12,0.6,1,27,0,5,0,0
"12/03/2024"," 19:19:28",-6.90295,39.9270933,0,11,0.7,1,27,0,4,0,0
"12/03/2024"," 19:24:33",-6.902955,39.9272067,-4,10,0.8,1.1,27,0,5,0,0
"12/03/2024"," 19:29:39",-6.9029433,39.9271167,-4,10,0.8,1.1,27,0,5,0,0
"12/03/2024"," 19:34:44",-6.9029317,39.92716,-4,11,0.7,1,27,0,4,0,0
"12/03/2024"," 19:39:51",-6.9028767,39.9272,0,8,0.9,1.2,27,0,6,0,0
"12/03/2024"," 19:44:56",-6.9028417,39.9273217,0,7,1,1.3,27,0,3,0,0
"12/03/2024"," 19:50:18",-6.90296,39.9271967,-4,12,0.7,1,27,0,21,0,0
"12/03/2024"," 19:55:39",-6.9029917,39.9272033,-2,12,0.7,1,27,0,20,0,0
"12/03/2024"," 20:00:44",-6.9028367,39.9272667,2,6,1,1.3,27,0,4,0,0
"12/03/2024"," 20:05:48",-6.9029433,39.9272367,8,6,0.9,1.3,27,1.852,3,0,0
"12/03/2024"," 20:10:53",-6.9029817,39.9271017,0,9,0.9,1.2,27,0,4,0,0
"12/03/2024"," 20:16:00",-6.9029983,39.92716,0,11,0.7,1,27,0,6,0,0
"12/03/2024"," 20:21:05",-6.9029633,39.9272567,8,8,0.8,1.2,27,0,3,0,0
"12/03/2024"," 20:26:09",-6.9029883,39.9273983,12,7,0.8,1.2,27,0,3,0,0
"12/03/2024"," 20:31:14",-6.9030083,39.9273033,12,9,0.8,1.1,27,0,5,0,0
"12/03/2024"," 20:36:19",-6.90285,39.9272083,18,9,0.8,1.1,27,0,4,0,0
"12/03/2024"," 20:41:23",-6.9029583,39.9273317,24,7,0.9,1.2,27,0,3,0,0
"12/03/2024"," 20:46:28",-6.9027917,39.9270867,26,8,0.8,1.1,27,0,5,0,0
"12/03/2024"," 20:51:33",-6.902935,39.92725,26,10,0.8,1.1,27,3.704,3,0,0
"12/03/2024"," 20:56:44",-6.90206,39.9269017,24,10,0.8,1.1,27,0,10,0,0
"12/03/2024"," 21:01:48",-6.9030467,39.9272633,26,10,0.7,1.1,27,0,4,0,0
"12/03/2024"," 21:06:52",-6.9028483,39.9271633,36,9,0.9,1.2,27,0,3,0,0
"12/03/2024"," 21:11:57",-6.9028367,39.927295,36,8,0.9,1.2,27,0,3,0,0
"12/03/2024"," 21:17:01",-6.9029467,39.927445,12,10,0.8,1.1,27,5.556,3,0,0
"12/03/2024"," 21:22:05",-6.902805,39.927255,12,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 21:27:09",-6.9027783,39.9273267,6,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 21:32:14",-6.90268,39.92745,-8,10,0.8,1.1,27,1.852,3,0,0
"12/03/2024"," 21:37:18",-6.90266,39.9275117,-14,10,0.7,1.1,27,1.852,3,0,0
"12/03/2024"," 21:42:22",-6.9026717,39.92749,-14,9,0.8,1.2,27,7.408,3,0,0
"12/03/2024"," 21:47:26",-6.902665,39.92738,-26,10,0.7,1.1,27,0,3,0,0
"12/03/2024"," 21:52:31",-6.9025317,39.92749,-42,8,0.9,1.2,27,1.852,3,0,0
"12/03/2024"," 21:57:35",-6.902525,39.9274367,-56,10,0.8,1.1,27,0,3,0,0
"12/03/2024"," 22:02:40",-6.902685,39.9272867,0,10,0.8,1.1,27,0,3,0,0
"12/03/2024"," 22:07:44",-6.9026883,39.9272233,0,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 22:12:48",-6.9027283,39.92721,-4,11,0.7,1.1,27,0,4,0,0
"12/03/2024"," 22:17:53",-6.90278,39.9272533,6,11,0.7,1.1,27,0,4,0,0
"12/03/2024"," 22:22:57",-6.902825,39.9271483,14,11,0.7,1.1,27,0,4,0,0
"12/03/2024"," 22:28:02",-6.9027583,39.9273367,8,10,0.8,1.1,27,0,3,0,0
"12/03/2024"," 22:33:06",-6.9028517,39.927245,8,10,0.8,1.1,27,5.556,3,0,0
"12/03/2024"," 22:38:11",-6.9027817,39.9273417,8,9,0.9,1.2,27,0,3,0,0
"12/03/2024"," 22:43:15",-6.902865,39.9272233,-2,8,1,1.3,27,0,3,0,0
"12/03/2024"," 22:48:19",-6.902905,39.9271333,-2,8,1,1.3,27,3.704,3,0,0
"12/03/2024"," 22:53:23",-6.9028983,39.9271883,8,8,1,1.3,27,0,3,0,0
"12/03/2024"," 22:58:28",-6.9028783,39.9272333,16,7,1,1.4,27,0,3,0,0
"12/03/2024"," 23:03:32",-6.9029033,39.927145,16,7,1.1,1.4,27,1.852,3,0,0
"12/03/2024"," 23:08:36",-6.9029433,39.9272083,16,8,1,1.3,27,12.964,3,0,0
"12/03/2024"," 23:13:40",-6.9029317,39.9270583,12,8,1.1,1.4,27,0,3,0,0
"12/03/2024"," 23:18:44",-6.9029467,39.92709,12,10,0.8,1.1,27,0,3,0,0
"12/03/2024"," 23:23:49",-6.9029683,39.9270433,26,10,0.8,1.1,27,0,3,0,0
"12/03/2024"," 23:28:53",-6.9029867,39.9270767,32,9,0.8,1.2,27,0,3,0,0
"12/03/2024"," 23:33:57",-6.90297,39.927205,30,10,0.8,1.1,27,0,3,0,0
"12/03/2024"," 23:39:02",-6.9029733,39.9271067,32,10,0.8,1.1,27,0,3,0,0
"12/03/2024"," 23:44:06",-6.902985,39.9271267,36,11,0.7,1,27,0,4,0,0
"12/03/2024"," 23:49:12",-6.9030117,39.92719,32,10,0.8,1.1,27,0,4,0,0
"12/03/2024"," 23:54:16",-6.90296,39.9271683,32,8,1,1.3,27,0,3,0,0
"12/03/2024"," 23:59:21",-6.9029383,39.9272467,40,9,0.9,1.2,27,0,3,0,0
"12/04/2024"," 00:04:25",-6.902955,39.9272983,40,9,0.8,1.1,27,0,3,0,0
"12/04/2024"," 00:09:29",-6.9029933,39.9272583,50,9,0.8,1.1,27,0,3,0,0
"12/04/2024"," 00:14:33",-6.9029983,39.9272733,60,9,0.8,1.2,27,0,3,0,0
"12/04/2024"," 00:19:41",-6.902995,39.927265,54,8,0.9,1.2,27,0,6,0,0
"12/04/2024"," 00:24:45",-6.90298,39.927315,54,8,0.9,1.2,27,0,3,0,0
"12/04/2024"," 00:29:49",-6.9029967,39.9272933,52,8,0.9,1.2,27,0,3,0,0
"12/04/2024"," 00:34:54",-6.9029,39.927335,50,10,0.7,1,27,0,5,0,0
"12/04/2024"," 00:40:01",-6.9029217,39.9273533,42,7,0.9,1.2,27,0,6,0,0
"12/04/2024"," 00:45:07",-6.902875,39.9273717,44,8,0.9,1.2,27,0,5,0,0
"12/04/2024"," 00:50:13",-6.9028,39.9274783,38,8,0.8,1.1,27,0,5,0,0
"12/04/2024"," 00:55:17",-6.9027967,39.9275117,34,8,0.8,1.2,27,0,3,0,0
"12/04/2024"," 01:00:21",-6.9028217,39.9274917,38,7,0.9,1.2,27,0,3,0,0
"12/04/2024"," 01:05:26",-6.90282,39.927585,36,8,0.9,1.2,27,3.704,3,0,0
"12/04/2024"," 01:10:30",-6.9028467,39.92748,28,8,0.9,1.2,27,1.852,3,0,0
"12/04/2024"," 01:15:34",-6.9028533,39.927505,26,8,0.9,1.2,27,1.852,3,0,0
"12/04/2024"," 01:20:38",-6.90284,39.927515,26,9,0.8,1.2,27,0,3,0,0
"12/04/2024"," 01:25:49",-6.9029067,39.92736,4,9,0.8,1.1,27,0,10,0,0
"12/04/2024"," 01:30:53",-6.9029583,39.9273717,-20,10,0.8,1.1,27,0,4,0,0
"12/04/2024"," 01:35:58",-6.902875,39.92733,4,9,0.8,1.1,27,0,3,0,0
"12/04/2024"," 01:41:08",-6.9027383,39.9273883,20,6,1.1,1.4,27,0,9,0,0
"12/04/2024"," 01:46:18",-6.902695,39.92686,-154,8,0.8,1.2,27,0,10,0,0
"12/04/2024"," 01:51:24",-6.9027267,39.926985,-106,6,1.2,1.5,27,1.852,4,0,0
"12/04/2024"," 01:56:32",-6.9031683,39.9275117,-118,7,1,1.4,27,0,7,0,0
"12/04/2024"," 02:01:38",-6.9028217,39.9270183,-124,8,0.9,1.2,27,0,5,0,0
"12/04/2024"," 02:06:44",-6.9028183,39.9270717,-78,9,0.8,1.2,27,0,5,0,0
"12/04/2024"," 02:11:55",-6.9031633,39.927055,-46,8,0.9,1.3,27,0,10,0,0
"12/04/2024"," 02:17:00",-6.9030967,39.9270683,-40,7,1.1,1.4,27,0,4,0,0
"12/04/2024"," 02:22:06",-6.90277,39.92706,-82,9,0.8,1.2,27,0,4,0,0
"12/04/2024"," 02:27:19",-6.9032433,39.927085,-4,9,0.8,1.2,27,0,13,0,0
"12/04/2024"," 02:32:24",-6.9029983,39.92698,0,7,0.9,1.3,27,0,3,0,0
"12/04/2024"," 02:37:28",-6.903025,39.9270683,-4,4,2.4,2.6,27,0,3,0,0
"12/04/2024"," 02:42:31",-6.9030767,39.927015,-2,7,1,1.3,27,0,2,0,0
"12/04/2024"," 02:47:35",-6.9029767,39.9270233,-22,6,1.1,1.4,27,0,3,0,0
"12/04/2024"," 02:52:41",-6.9029917,39.927035,-20,9,0.9,1.2,27,0,5,0,0
"12/04/2024"," 02:57:47",-6.90299,39.92707,6,9,0.8,1.1,27,0,4,0,0
"12/04/2024"," 03:02:51",-6.90303,39.9270267,-12,11,0.7,1,27,0,3,0,0
"12/04/2024"," 03:07:55",-6.9035483,39.927575,-16,11,0.7,1,27,51.856,3,0,0
"12/04/2024"," 03:13:00",-6.942005,39.9159867,-4,8,0.9,1.2,30,53.708,4,0,0
"12/04/2024"," 03:18:04",-6.9741433,39.9252767,-28,6,1.4,1.6,30,3.704,2,0,0
"12/04/2024"," 03:23:11",-6.9807983,39.9300267,-8,9,0.9,1.2,29,3.704,6,0,0
"12/04/2024"," 03:28:15",-6.98097,39.9260717,-12,9,0.8,1.2,27,3.704,3,0,0
"12/04/2024"," 03:33:19",-6.99201,39.9378767,-8,7,1.1,1.4,27,16.668,3,0,0
"12/04/2024"," 03:38:27",-6.9893117,39.9363917,-2,10,0.8,1.1,27,3.704,6,0,0
"12/04/2024"," 03:43:32",-6.9976483,39.9529683,4,7,1.2,1.4,27,37.04,4,0,0
"12/04/2024"," 03:48:38",-7.0124567,39.9731133,-4,10,0.8,1.1,27,38.892,5,0,0
"12/04/2024"," 03:53:42",-7.0175817,39.9827317,8,7,1.3,1.5,27,42.596,3,0,0
"12/04/2024"," 03:58:48",-7.02694,39.99749,32,11,0.7,1.1,28,25.928,6,0,0
"12/04/2024"," 04:04:09",-7.0271783,40.0009017,512,10,0.8,1.1,27,40.744,20,0,0
"12/04/2024"," 04:09:17",-7.03222,40.0024533,-18,10,0.8,1.1,27,33.336,6,0,0
"12/04/2024"," 04:14:20",-7.0523733,40.002805,12,5,1.9,2.1,27,42.596,2,0,0
"12/04/2024"," 04:19:26",-7.085385,40.00809,6,11,0.7,1,29,57.412,5,0,0
"12/04/2024"," 04:24:31",-7.113805,40.0290083,16,8,0.8,1.1,30,44.448,4,0,0
"12/04/2024"," 04:29:36",-7.1457,40.0474467,6,8,0.9,1.1,30,31.484,4,0,0
"12/04/2024"," 04:34:42",-7.1585533,40.0726667,6,9,0.8,1.1,30,42.596,5,0,0
"12/04/2024"," 04:39:48",-7.1687017,40.0974017,6,11,0.7,1,30,46.3,5,0,0
"12/04/2024"," 04:44:51",-7.1966083,40.1134983,6,5,1.4,1.7,29,50.004,2,0,0
"12/04/2024"," 04:49:58",-7.195825,40.111375,8,12,0.6,1,27,31.484,6,0,0
"12/04/2024"," 04:55:07",-7.197255,40.1092967,42,5,1.4,1.7,27,48.152,8,0,0
"12/04/2024"," 05:00:15",-7.1947433,40.1087133,26,9,0.8,1.2,28,3.704,8,0,0
"12/04/2024"," 05:05:21",-7.196545,40.108615,16,11,0.7,1,27,1.852,4,0,0
"12/04/2024"," 05:10:25",-7.19933,40.108695,16,8,0.8,1.1,27,18.52,3,0,0
"12/04/2024"," 05:15:44",-7.1981483,40.1052383,24,6,1.1,1.4,28,55.56,18,0,0
"12/04/2024"," 05:20:51",-7.19649,40.1057083,24,11,0.7,1,27,3.704,6,0,0
"12/04/2024"," 05:26:01",-7.1984517,40.102485,22,9,0.8,1.1,27,3.704,9,0,0
"12/04/2024"," 05:31:04",-7.19732,40.0986117,30,4,3.2,3.3,27,3.704,2,0,0
"12/04/2024"," 05:36:15",-7.1969267,40.0946133,4,9,0.8,1.2,27,0,10,0,0
"12/04/2024"," 05:41:22",-7.1978767,40.0931167,38,10,0.8,1.1,27,25.928,6,0,0
"12/04/2024"," 05:46:28",-7.1952933,40.09248,-2,9,0.8,1.2,27,1.852,4,0,0
"12/04/2024"," 05:51:32",-7.1962367,40.08927,-2,8,0.8,1.2,27,1.852,3,0,0
"12/04/2024"," 05:56:41",-7.1980133,40.09047,10,11,0.7,1.4,27,5.556,8,0,0
"12/04/2024"," 06:01:45",-7.1984333,40.08903,8,7,1,1.3,27,3.704,3,0,0
"12/04/2024"," 06:06:51",-7.2002633,40.0883567,0,8,0.9,1.2,28,42.596,5,0,0
"12/04/2024"," 06:12:13",-7.198255,40.0901817,4,7,0.9,1.3,28,3.704,20,0,0
"12/04/2024"," 06:17:19",-7.198375,40.0897917,6,8,0.8,1.2,28,3.704,5,0,0
"12/04/2024"," 06:22:27",-7.1979933,40.0919567,-2,7,1,1.3,28,3.704,7,0,0
"12/04/2024"," 06:27:33",-7.1998533,40.089655,20,8,0.9,1.2,28,44.448,5,0,0
"12/04/2024"," 06:32:45",-7.20104,40.0891,-2,9,0.8,1.7,28,3.704,10,0,0
"12/04/2024"," 06:37:52",-7.2019133,40.0909467,10,12,0.6,1,28,1.852,6,0,0
"12/04/2024"," 06:42:57",-7.2023567,40.0896867,12,5,1.1,1.4,28,59.264,4,0,0
"12/04/2024"," 06:48:13",-7.200505,40.0887217,16,11,0.7,1.6,28,5.556,15,0,0
"12/04/2024"," 06:53:32",-7.2009083,40.0900167,26,10,0.8,1.1,28,3.704,18,0,0
"12/04/2024"," 06:58:38",-7.2032517,40.089995,32,10,0.7,1.1,27,33.336,6,0,0
"12/04/2024"," 07:03:44",-7.2033983,40.0898133,8,10,0.7,1.1,28,3.704,5,0,0
"12/04/2024"," 07:08:51",-7.201685,40.08829,34,10,0.7,1.1,28,1.852,5,0,0
"12/04/2024"," 07:13:55",-7.2024683,40.0878083,34,10,0.7,1.1,28,5.556,3,0,0
"12/04/2024"," 07:19:02",-7.199115,40.0888183,28,10,0.8,1.1,28,53.708,6,0,0
"12/04/2024"," 07:24:11",-7.1955467,40.0856417,-42,8,0.9,1.2,28,3.704,8,0,0
"12/04/2024"," 07:29:20",-7.1924817,40.084805,-38,9,0.8,1.2,28,1.852,8,0,0
"12/04/2024"," 07:34:43",-7.2000117,40.0871,-14,7,1,1.3,28,27.78,23,0,0
"12/04/2024"," 07:40:02",-7.20164,40.090215,-64,10,0.7,1.1,28,42.596,17,0,0
"12/04/2024"," 07:45:13",-7.213925,40.0933183,-34,11,0.7,1.1,30,51.856,11,0,0
"12/04/2024"," 07:50:28",-7.2123933,40.10252,-82,6,1.1,1.4,29,51.856,14,0,0
"12/04/2024"," 07:55:43",-7.21189,40.10061,-36,6,1.1,1.5,28,3.704,13,0,0
"12/04/2024"," 08:00:55",-7.2112317,40.0952917,-52,7,1,1.4,28,3.704,12,0,0
"12/04/2024"," 08:06:02",-7.207845,40.09381,-72,7,0.9,1.3,29,3.704,6,0,0
"12/04/2024"," 08:11:14",-7.2040067,40.0930883,-34,10,0.8,1.1,28,31.484,12,0,0
"12/04/2024"," 08:16:22",-7.2012317,40.0928483,-54,9,0.8,1.2,29,44.448,7,0,0
"12/04/2024"," 08:21:29",-7.20246,40.08506,-30,13,0.6,1,28,5.556,6,0,0
"12/04/2024"," 08:26:34",-7.20316,40.0854067,-32,7,1,1.3,28,1.852,4,0,0
"12/04/2024"," 08:31:41",-7.2000933,40.08402,-38,10,0.7,1.1,28,3.704,5,0,0
"12/04/2024"," 08:36:49",-7.1987483,40.0787217,-22,10,0.8,1.1,28,5.556,7,0,0
"12/04/2024"," 08:41:55",-7.2017333,40.081175,-26,10,0.8,1.1,28,3.704,4,0,0
"12/04/2024"," 08:47:00",-7.1986433,40.0747367,-20,9,0.8,1.1,28,3.704,5,0,0
"12/04/2024"," 08:52:09",-7.197035,40.071685,-22,8,0.9,1.2,28,3.704,7,0,0
"12/04/2024"," 08:57:15",-7.1939967,40.0703583,-22,8,1.2,1.4,29,3.704,6,0,0
"12/04/2024"," 09:02:20",-7.1976233,40.069055,-36,8,0.9,1.3,28,3.704,4,0,0
"12/04/2024"," 09:07:25",-7.1956333,40.06336,-24,11,0.7,1,27,1.852,4,0,0
"12/04/2024"," 09:12:30",-7.192615,40.0621333,-18,10,0.8,1.2,28,7.408,4,0,0
"12/04/2024"," 09:17:49",-7.181885,40.0733617,-32,9,1,1.3,29,3.704,18,0,0
"12/04/2024"," 09:22:54",-7.1849183,40.0765617,-34,12,0.7,1,28,5.556,4,0,0
"12/04/2024"," 09:27:59",-7.1818567,40.07394,-40,8,1,1.3,28,51.856,4,0,0
"12/04/2024"," 09:33:05",-7.1855867,40.062835,-14,7,1.1,1.4,28,1.852,4,0,0
"12/04/2024"," 09:38:20",-7.180875,40.06127,-26,9,1,1.3,28,3.704,14,0,0
"12/04/2024"," 09:43:31",-7.1789567,40.06062,-24,8,0.9,1.2,28,1.852,11,0,0
"12/04/2024"," 09:48:37",-7.1767783,40.05983,-14,10,0.8,1.1,28,3.704,5,0,0
"12/04/2024"," 09:53:43",-7.1739367,40.0589,-14,8,1,1.4,28,1.852,5,0,0
"12/04/2024"," 09:58:48",-7.1706683,40.060875,-8,11,0.7,1.1,28,5.556,5,0,0
"12/04/2024"," 10:03:53",-7.1678717,40.05956,-6,10,0.8,1.1,28,5.556,3,0,0
"12/04/2024"," 10:09:03",-7.1720833,40.0519067,26,8,1,2,28,5.556,9,0,0
"12/04/2024"," 10:14:09",-7.1676833,40.0581,-6,8,1.1,1.4,28,29.632,4,0,0
"12/04/2024"," 10:19:13",-7.1712983,40.0543717,42,7,1.1,1.4,28,1.852,3,0,0
"12/04/2024"," 10:24:20",-7.1684333,40.053555,32,10,0.8,1.1,28,1.852,6,0,0
"12/04/2024"," 10:29:25",-7.168715,40.0551,22,8,1,1.3,28,3.704,4,0,0
"12/04/2024"," 10:34:31",-7.1659767,40.0539867,8,7,1.1,1.4,28,3.704,4,0,0
"12/04/2024"," 10:39:38",-7.1633683,40.0530633,0,10,0.8,1.2,28,1.852,7,0,0
"12/04/2024"," 10:44:43",-7.1608667,40.05193,-8,9,0.9,1.2,28,1.852,4,0,0
"12/04/2024"," 10:49:49",-7.1584767,40.0511167,-2,7,1.1,1.4,28,5.556,4,0,0
"12/04/2024"," 10:54:59",-7.1599633,40.0490133,-12,13,0.6,1,28,3.704,10,0,0
"12/04/2024"," 11:00:11",-7.15831,40.0459167,2,9,0.9,1.2,28,1.852,11,0,0
"12/04/2024"," 11:05:15",-7.1559333,40.0452233,4,10,0.8,1.1,28,3.704,4,0,0
"12/04/2024"," 11:10:21",-7.1537383,40.045205,6,12,0.7,1.1,28,31.484,5,0,0
"12/04/2024"," 11:15:34",-7.1553567,40.054605,10,13,0.6,1,28,50.004,12,0,0
"12/04/2024"," 11:20:44",-7.1561883,40.05016,6,8,0.8,1.2,28,0,9,0,0
"12/04/2024"," 11:25:55",-7.153535,40.0496383,-10,12,0.7,1,28,1.852,11,0,0
"12/04/2024"," 11:31:00",-7.1519767,40.0542067,0,6,1,1.4,29,0,3,0,0
"12/04/2024"," 11:36:05",-7.152065,40.0567117,-38,10,0.8,1.1,28,3.704,4,0,0
"12/04/2024"," 11:41:17",-7.1496783,40.056025,32,13,0.6,1,28,3.704,11,0,0
"12/04/2024"," 11:46:24",-7.1514683,40.057865,20,10,0.8,1.1,28,25.928,6,0,0
"12/04/2024"," 11:51:30",-7.1496117,40.05487,6,11,0.7,1.1,28,1.852,5,0,0
"12/04/2024"," 11:56:45",-7.15165,40.0555517,36,14,0.6,0.9,28,50.004,14,0,0
"12/04/2024"," 12:01:52",-7.119625,40.0590967,6,9,0.7,1.2,30,33.336,6,0,0
"12/04/2024"," 12:07:12",-7.125005,40.0653517,36,12,0.7,1.1,28,38.892,19,0,0
"12/04/2024"," 12:12:16",-7.1284317,40.0719617,50,10,0.8,1.2,28,42.596,4,0,0
"12/04/2024"," 12:17:21",-7.13706,40.0820933,14,7,0.9,1.3,29,57.412,3,0,0
"12/04/2024"," 12:22:28",-7.1368333,40.08431,68,12,0.6,1,28,37.04,7,0,0
"12/04/2024"," 12:27:34",-7.1416167,40.0890117,56,11,0.7,1.1,28,35.188,5,0,0
"12/04/2024"," 12:32:39",-7.1429083,40.0914717,22,8,0.9,1.3,28,5.556,3,0,0
"12/04/2024"," 12:37:47",-7.1578,40.1002583,32,12,0.6,1,27,31.484,7,0,0
"12/04/2024"," 12:43:14",-7.1622567,40.1116317,-2,12,0.7,1,28,55.56,26,0,0
"12/04/2024"," 12:48:18",-7.1637167,40.114665,-16,8,0.9,1.3,28,1.852,3,0,0
"12/04/2024"," 12:53:24",-7.174165,40.1155333,-22,8,0.8,1.2,27,53.708,6,0,0
"12/04/2024"," 12:58:34",-7.1769317,40.117975,74,12,0.7,1,28,44.448,9,0,0
"12/04/2024"," 13:03:43",-7.1837217,40.1260217,6,11,0.7,1,28,42.596,7,0,0
"12/04/2024"," 13:09:01",-7.1888967,40.128575,-6,9,0.9,1.2,28,3.704,17,0,0
"12/04/2024"," 13:14:11",-7.179645,40.1152567,34,7,1.1,1.4,27,35.188,8,0,0
"12/04/2024"," 13:19:18",-7.1521283,40.1217633,-6,10,0.8,1.1,29,42.596,6,0,0
"12/04/2024"," 13:24:32",-7.1511733,40.1252517,-14,12,0.7,1,27,42.596,13,0,0
"12/04/2024"," 13:29:37",-7.137085,40.11346,8,10,0.8,1.1,30,53.708,4,0,0
"12/04/2024"," 13:34:42",-7.107275,40.0891417,-20,11,0.7,1,30,48.152,4,0,0
"12/04/2024"," 13:39:48",-7.0762417,40.067865,-18,9,0.9,1.2,30,50.004,5,0,0
"12/04/2024"," 13:44:53",-7.0460967,40.0459367,-16,11,0.7,1,30,44.448,4,0,0
"12/04/2024"," 13:49:59",-7.0196267,40.0156017,-20,8,1,1.3,30,62.968,5,0,0
